category,filename,ground_truth,detected,fusion_score,fusion_mode,ai_specific,broadcast_trap,high_score_override,zv_count,zv_lower_third_roi_count,of_count,of_max_area_ratio,iw_best_similarity,iw_matched,flux_found,flux_similarity,flux_similarity_std,flux_method,ai_style_prob,ai_style_detected,flux_fft_score,fft_bonus,flux_combined,tc_score,tc_detected,tc_frame_diff_variance,tc_of_smoothness,tc_luminance_temporal_std,tc_bonus,fft_score,of_texture_variance_mean,of_low_texture_roi_count,of_wide_lower_roi_count,of_corner_compact_roi_count,of_lower_third_roi_ratio,of_upper_third_roi_ratio,of_center_roi_ratio,of_wide_top_bottom_count,broadcast_scoreboard_trap,broadcast_billboard_trap,broadcast_pattern_trap,broadcast_lower_third_pattern,broadcast_scoreboard_pattern,broadcast_billboard_pattern,freq_hf_ratio_mean,c2pa_found,c2pa_ai,c2pa_generator,duration_s
ai_baseline,AwKSrJFvdps_Introducing Gen-4.5 Image to Video ｜ Runway.mp4,1,1,7.0,ai_score=7;ai_specific=1;lower_third_ok=1;lower_third_effective=1;c2pa_ai=0;flux=0;ai_style_prob=0.00;flux_fft_score=2;fft_bonus=2;tc_score=1;tc_bonus=0;soft_threshold_min=4;guard_zero_clip_penalty=1,1,0,0,0,0,14,0.002434,0.5,,0,0.0,0.0,clip+fft,0.0,0,2,2,0,1,0,0.0025222050324189053,0.7220942368081352,11.784295638927574,0,0.0,13.5583,12,0,3,0.8571,0.0,0.1429,0,0,0,0,0,0,0,0.4221,0,0,,46.43
ai_baseline,Cat_Walking_in_Park_Video.mp4,1,1,5.0,ai_score=5;ai_specific=1;lower_third_ok=1;lower_third_effective=1;c2pa_ai=1;flux=0;ai_style_prob=0.00;flux_fft_score=2;fft_bonus=2;tc_score=2;tc_bonus=0;c2pa_override=1,1,0,0,0,0,0,0.0,0.5,,0,0.0,0.0,clip+fft,0.0,0,2,2,0,2,1,0.0001686504219835067,0.885385777781614,4.8468653893568945,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.4679,1,1,,5.25
ai_baseline,ei2PsDpPbB4_Introducing Gen-4.5 ｜ Runway.mp4,1,1,6.0,ai_score=6;ai_specific=1;lower_third_ok=1;lower_third_effective=1;c2pa_ai=0;flux=0;ai_style_prob=0.00;flux_fft_score=1;fft_bonus=1;tc_score=1;tc_bonus=0;soft_threshold_min=4;guard_zero_clip_penalty=1,1,0,0,0,0,6,0.0003,0.5,,0,0.0,0.0,clip+fft,0.0,0,1,1,0,1,0,0.0017594255966712675,1.070308249510171,24.07115773812742,0,0.0,0.4422,6,0,1,1.0,0.0,0.0,0,0,0,0,0,0,0,0.466,0,0,,42.38
ai_baseline,"Futuristic_city_with_flying_cars,_night_scene,_cyberpunk_aesthetic,_cinematic_seed3785256296.mp4",1,0,0.0,ai_score=0;ai_specific=1;lower_third_ok=1;lower_third_effective=1;c2pa_ai=0;flux=0;ai_style_prob=0.00;flux_fft_score=2;fft_bonus=2;tc_score=2;tc_bonus=0;soft_threshold_min=4;guard_zero_clip_penalty=1,1,0,0,4,2,3,0.032568,0.5,,0,0.0,0.0,clip+fft,0.0,0,2,2,0,2,1,2.0444137625179234e-05,1.9608093276156804,3.840664992943918,0,0.0,92.2452,2,1,0,0.6667,0.3333,0.0,2,0,0,1,1,1,0,0.5129,0,0,,2.47
ai_baseline,"Gen-4 Turbo - A person sitting still and reading a book by a window, soft natural light, photorealis.mp4",1,1,5.0,ai_score=5;ai_specific=1;lower_third_ok=1;lower_third_effective=1;c2pa_ai=1;flux=0;ai_style_prob=0.00;flux_fft_score=3;fft_bonus=3;tc_score=2;tc_bonus=0;c2pa_override=1,1,0,0,1,0,2,0.124472,0.5,,0,0.0,0.0,clip+fft,0.0,0,3,3,0,2,1,0.00016287254170880655,1.5252753839523412,3.630801417728077,0,0.0,109.2621,0,0,0,0.0,1.0,0.0,0,0,0,1,0,1,0,0.568,1,1,,6.17
ai_baseline,"Gen-4 Turbo - Busy city street at night, rain reflection on pavement, cinematic, photorealistic.mp4",1,1,8.0,ai_score=8;ai_specific=0;lower_third_ok=0;lower_third_effective=0;c2pa_ai=1;flux=0;ai_style_prob=0.00;flux_fft_score=2;fft_bonus=2;tc_score=2;tc_bonus=0;soft_threshold_min=4;c2pa_override=1,0,1,0,0,0,11,0.010767,0.5,,0,0.0,0.0,clip+fft,0.0,0,2,2,0,2,1,0.000171763486291864,1.8411642463611044,3.254203983809069,0,0.0,11.6661,10,0,5,0.3636,0.5455,0.0909,0,0,0,0,0,0,0,0.5692,1,1,,3.42
ai_baseline,"Gen-4 Turbo - Close-up of a candle flame in a dark room, very slow movement, cinematic, photorealist.mp4",1,1,3.0,ai_score=3;ai_specific=1;lower_third_ok=1;lower_third_effective=1;c2pa_ai=1;flux=0;ai_style_prob=0.00;flux_fft_score=3;fft_bonus=3;tc_score=2;tc_bonus=0;c2pa_override=1;kling_static_ai=1,1,0,0,4,2,3,0.380071,0.5,,0,0.0,0.0,clip+fft,0.0,0,3,3,0,2,1,4.953492163165698e-07,1.6317353473606047,0.9852078260930018,0,0.0,768.8337,1,0,0,0.3333,0.0,0.6667,0,0,0,1,0,1,0,0.5837,1,1,,5.74
ai_baseline,"Gen-4 Turbo - Portrait of a woman looking at camera, slight smile, minimal movement, studio lighting.mp4",1,1,6.0,ai_score=6;ai_specific=1;lower_third_ok=1;lower_third_effective=1;c2pa_ai=1;flux=0;ai_style_prob=0.00;flux_fft_score=2;fft_bonus=2;tc_score=2;tc_bonus=0;c2pa_override=1,1,0,0,0,0,20,0.232058,0.5,,0,0.0,0.0,clip+fft,0.0,0,2,2,0,2,1,0.00013228054771550503,1.8481798383876242,3.829416043433106,0,0.0,198.6876,15,0,7,0.5,0.25,0.25,0,0,0,0,0,0,0,0.5969,1,1,,3.07
ai_baseline,"Gen-4 Turbo - Two people having a conversation at a cafe, natural gestures, documentary style, handh.mp4",1,1,5.0,ai_score=5;ai_specific=1;lower_third_ok=1;lower_third_effective=1;c2pa_ai=1;flux=0;ai_style_prob=0.00;flux_fft_score=1;fft_bonus=1;tc_score=1;tc_bonus=0;c2pa_override=1,1,0,0,0,0,21,0.034699,0.5,,0,0.0,0.0,clip+fft,0.0,0,1,1,0,1,0,0.0032218437733492525,1.4743566477124586,8.728688484243133,0,0.0,332.3772,17,0,7,0.381,0.3333,0.2857,0,0,0,1,0,1,0,0.5428,1,1,,4.01
ai_baseline,grok-video-3d28ffd7-8398-4f8b-bc77-f5d1ac2ba051.mp4,1,0,7.0,ai_score=7;ai_specific=0;lower_third_ok=0;lower_third_effective=0;c2pa_ai=0;flux=0;ai_style_prob=0.00;flux_fft_score=2;fft_bonus=2;tc_score=2;tc_bonus=0;soft_threshold_min=4;guard_no_ai_specific=1;guard_lowerthird_without_ai=1,0,1,0,1,1,11,0.014352,0.5,,0,0.0,0.0,clip+fft,0.0,0,2,2,0,2,1,0.0002328837417398998,1.5740392760193296,1.6632996203005157,0,0.0,19.4744,10,0,6,0.6364,0.2727,0.0909,0,0,0,0,0,0,0,0.5286,0,0,,2.05
ai_baseline,grok-video-4042e694-2a76-4a3a-863e-6d7a22b3efbb.mp4,1,0,2.0,ai_score=2;ai_specific=0;lower_third_ok=1;lower_third_effective=0;c2pa_ai=0;flux=0;ai_style_prob=0.00;flux_fft_score=1;fft_bonus=1;tc_score=2;tc_bonus=0;soft_threshold_min=4;guard_upper_of_dominance=1;guard_cinematic_no_clip=1;guard_no_ai_specific=1,0,0,0,0,0,1,0.000451,0.5,,0,0.0,0.0,clip+fft,0.0,0,1,1,0,2,1,0.00042222755151189324,0.9432062381705588,3.9459446667862603,0,0.0,0.5576,1,0,0,0.0,1.0,0.0,0,0,0,0,0,0,0,0.6731,0,0,,2.37
ai_baseline,grok-video-cc3398ed-c514-417d-aa17-ef716174f8be.mp4,1,0,2.0,ai_score=2;ai_specific=1;lower_third_ok=1;lower_third_effective=1;c2pa_ai=0;flux=0;ai_style_prob=0.00;flux_fft_score=1;fft_bonus=1;tc_score=2;tc_bonus=0;soft_threshold_min=4;guard_zero_clip_penalty=1,1,0,0,2,0,6,0.141331,0.5,,0,0.0,0.0,clip+fft,0.0,0,1,1,0,2,1,0.00032897248919556044,1.690159861007541,5.5180404923016075,0,0.0,549.5868,2,1,1,0.5,0.3333,0.1667,0,0,0,1,1,1,0,0.6397,0,0,,2.48
ai_baseline,hgxaav6bUU0_AI-Generated Sci-Fi Short Film ｜ Runway Gen-3 - Unreal Engine 5.mp4,1,0,3.0,ai_score=3;ai_specific=1;lower_third_ok=1;lower_third_effective=1;c2pa_ai=0;flux=0;ai_style_prob=0.00;flux_fft_score=1;fft_bonus=1;tc_score=3;tc_bonus=0;soft_threshold_min=4;guard_broadcast_score_cap=1;guard_zero_clip_penalty=1;guard_large_of_no_clip=1,1,0,0,4,2,30,0.093279,0.5,,0,0.0,0.0,clip+fft,0.0,0,1,1,0,3,1,4.93997940929164e-05,5.798708372268767,1.649656575234683,0,0.0,29.4539,22,0,4,0.3,0.4333,0.2667,1,0,0,1,0,1,1,0.4113,0,0,,11.74
ai_baseline,"Human_face_morphing_between_different_ethnicities,_smooth_transition,_neutral_background_seed1539451939.mp4",1,0,3.0,ai_score=3;ai_specific=0;lower_third_ok=1;lower_third_effective=0;c2pa_ai=0;flux=0;ai_style_prob=0.00;flux_fft_score=3;fft_bonus=3;tc_score=2;tc_bonus=0;soft_threshold_min=4;guard_broadcast_score_cap=1;guard_large_of_no_clip=1;guard_cinematic_no_clip=1;guard_no_ai_specific=1,0,0,0,4,2,8,0.247194,0.0,,0,0.0,0.0,clip+fft,0.0,0,3,3,0,2,1,2.3740831331235242e-05,1.4455382895146325,6.931022771323604,0,0.0,1012.1995,3,0,0,0.25,0.125,0.625,0,0,0,1,0,1,0,0.3786,0,0,,2.01
ai_baseline,iVtqtu6HceI_Echoes of Grace · Kaku Drop with Sora.mp4,1,1,3.0,ai_score=3;ai_specific=0;lower_third_ok=1;lower_third_effective=0;c2pa_ai=0;flux=0;ai_style_prob=0.00;flux_fft_score=2;fft_bonus=2;tc_score=1;tc_bonus=0;soft_threshold_min=4;guard_cinematic_no_clip=1;rescue=clean_strict;sora_static_override=1,0,0,0,0,0,0,0.0,0.5,,0,0.0,0.0,clip+fft,0.0,0,2,2,0,1,0,0.004042269743727512,0.46853285783372167,8.432534374960536,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.3654,0,0,,7.11
ai_baseline,jhuQnVN3YW0_AI Cinematic Story： Created with Runway Gen-3 ｜ Midjourney ｜ Adobe.mp4,1,1,7.0,ai_score=7;ai_specific=1;lower_third_ok=1;lower_third_effective=1;c2pa_ai=0;flux=0;ai_style_prob=0.00;flux_fft_score=1;fft_bonus=1;tc_score=2;tc_bonus=0;soft_threshold_min=4;guard_zero_clip_penalty=1;guard_upper_of_dominance=1,1,0,0,0,0,7,0.001172,0.5,,0,0.0,0.0,clip+fft,0.0,0,1,1,0,2,1,4.392969515836354e-06,0.940564099130009,0.3837155498572694,0,0.0,2.6333,7,0,2,0.0,0.8571,0.1429,0,0,0,0,0,0,0,0.5845,0,0,,6.91
ai_baseline,Jungle_Waterfall_Video_Generation.mp4,1,1,5.0,ai_score=5;ai_specific=1;lower_third_ok=1;lower_third_effective=1;c2pa_ai=1;flux=0;ai_style_prob=0.00;flux_fft_score=2;fft_bonus=2;tc_score=2;tc_bonus=0;c2pa_override=1,1,0,0,0,0,0,0.0,0.5,,0,0.0,0.0,clip+fft,0.0,0,2,2,0,2,1,1.0914804076526962e-05,0.687597917903451,3.214820765759127,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.6854,1,1,,6.92
ai_baseline,kling_20260329_VIDEO_Waves_on_a_4237_0.mp4,1,1,3.0,ai_score=3;ai_specific=0;lower_third_ok=1;lower_third_effective=0;c2pa_ai=0;flux=0;ai_style_prob=0.00;flux_fft_score=1;fft_bonus=1;tc_score=2;tc_bonus=0;soft_threshold_min=4;guard_cinematic_no_clip=1;kling_static_ai=1,0,0,0,4,2,0,0.0,0.5,,0,0.0,0.0,clip+fft,0.0,0,1,1,0,2,1,0.0008064346122635379,0.8817483464574775,6.136985900456475,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.5844,0,0,,11.27
ai_baseline,kling_20260329_作品_A_chef_cho_4274_0.mp4,1,0,3.0,ai_score=3;ai_specific=0;lower_third_ok=1;lower_third_effective=0;c2pa_ai=0;flux=0;ai_style_prob=0.00;flux_fft_score=1;fft_bonus=1;tc_score=1;tc_bonus=0;soft_threshold_min=4;guard_cinematic_no_clip=1;guard_no_ai_specific=1,0,0,0,4,2,0,0.0,0.0,,0,0.0,0.0,clip+fft,0.0,0,1,1,0,1,0,0.002532763811149436,1.3480276442236478,8.369436546001253,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.4198,0,0,,12.56
ai_baseline,kling_20260329_作品_Forest_in__4266_0.mp4,1,0,2.0,ai_score=2;ai_specific=0;lower_third_ok=0;lower_third_effective=0;c2pa_ai=0;flux=0;ai_style_prob=0.00;flux_fft_score=1;fft_bonus=1;tc_score=2;tc_bonus=0;soft_threshold_min=4;guard_no_ai_specific=1;guard_lowerthird_without_ai=1,0,1,0,4,2,16,0.006722,0.5,,0,0.0,0.0,clip+fft,0.0,0,1,1,0,2,1,0.0003849173886386194,0.4526221416328645,4.774484733717891,0,0.0,212.9824,7,0,5,0.8125,0.125,0.0625,0,0,0,1,0,1,0,0.456,0,0,,10.33
ai_baseline,kling_20260331_Text_to_Video_a_cat_walk_3677_0.mp4,1,0,0.0,ai_score=0;ai_specific=0;lower_third_ok=0;lower_third_effective=0;c2pa_ai=0;flux=0;ai_style_prob=0.00;flux_fft_score=1;fft_bonus=1;tc_score=1;tc_bonus=0;soft_threshold_min=4;guard_of_penalty=1;guard_no_ai_specific=1;guard_lowerthird_without_ai=1,0,1,0,4,2,24,0.016009,0.5,,0,0.0,0.0,clip+fft,0.0,0,1,1,0,1,0,0.00010067783043734622,1.0673470495866064,15.552110504569425,0,0.0,722.0979,9,0,8,0.8333,0.0417,0.125,0,0,0,1,0,1,1,0.4105,0,0,,8.97
ai_baseline,kling_20260331_Text_to_Video_A_waterfal_3689_0.mp4,1,1,4.0,ai_score=4;ai_specific=0;lower_third_ok=1;lower_third_effective=0;c2pa_ai=0;flux=0;ai_style_prob=0.00;flux_fft_score=2;fft_bonus=2;tc_score=2;tc_bonus=0;soft_threshold_min=4;guard_cinematic_no_clip=1;kling_static_ai=1,0,0,0,4,2,0,0.0,0.5,,0,0.0,0.0,clip+fft,0.0,0,2,2,0,2,1,2.1672178722742077e-07,1.0288743335043429,0.37194707434238616,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.5635,0,0,,16.13
ai_baseline,kling_20260331_Text_to_Video_A_wolf_run_3707_0.mp4,1,1,4.0,ai_score=4;ai_specific=0;lower_third_ok=1;lower_third_effective=0;c2pa_ai=0;flux=0;ai_style_prob=0.00;flux_fft_score=2;fft_bonus=2;tc_score=2;tc_bonus=0;soft_threshold_min=4;guard_cinematic_no_clip=1;kling_static_ai=1,0,0,0,4,2,0,0.0,0.5,,0,0.0,0.0,clip+fft,0.0,0,2,2,0,2,1,6.451744949441423e-05,0.6473376740154837,5.231018771074901,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.4593,0,0,,14.35
ai_baseline,lEcg6AJ6DVY_This is Sora 2.mp4,1,1,9.0,ai_score=9;ai_specific=1;lower_third_ok=1;lower_third_effective=1;c2pa_ai=0;flux=0;ai_style_prob=0.00;flux_fft_score=2;fft_bonus=2;tc_score=1;tc_bonus=0;soft_threshold_min=4;guard_zero_clip_penalty=1,1,0,0,0,0,19,0.002078,0.5,,0,0.0,0.0,clip+fft,0.0,0,2,2,0,1,0,0.011037131601807968,0.84312313288363,62.232910420784535,0,0.0,3.7661,19,0,6,0.2105,0.7895,0.0,0,0,0,0,0,0,0,0.4951,0,0,,36.63
ai_baseline,onrLtMRzELA_Luma Dream Machine - Image to AI Video compilation.mp4,1,1,7.0,ai_score=7;ai_specific=1;lower_third_ok=1;lower_third_effective=1;c2pa_ai=0;flux=0;ai_style_prob=0.00;flux_fft_score=3;fft_bonus=3;tc_score=3;tc_bonus=0;soft_threshold_min=4;guard_zero_clip_penalty=1;guard_large_of_no_clip=1,1,0,0,0,0,7,0.105345,0.5,,0,0.0,0.0,clip+fft,0.0,0,3,3,0,3,1,1.6085701103798216e-05,12.031089156590047,0.09963643679772512,0,0.0,22.5831,6,0,0,0.0,0.5714,0.4286,0,0,0,0,0,0,0,0.3495,0,0,,46.74
ai_baseline,pNMMFov2f_c_Sora 2 vs Veo 3 Comparison： Which Wins？.mp4,1,0,3.0,ai_score=3;ai_specific=1;lower_third_ok=1;lower_third_effective=1;c2pa_ai=0;flux=0;ai_style_prob=0.00;flux_fft_score=2;fft_bonus=2;tc_score=1;tc_bonus=0;soft_threshold_min=4;guard_broadcast_score_cap=1;guard_zero_clip_penalty=1,1,0,0,0,0,48,0.013164,0.5,,0,0.0,0.0,clip+fft,0.0,0,2,2,0,1,0,0.00045624445703986127,1.8308819848486606,13.387915274983548,0,0.0,798.7275,32,0,10,0.3125,0.4792,0.2083,0,0,0,1,0,0,1,0.4626,0,0,,140.45
ai_baseline,"RszdU7FnC1k_AI FILM - Nu Abyss - AI generated short video #14 ｜ Runway Gen-3, Udio.mp4",1,0,3.0,ai_score=3;ai_specific=1;lower_third_ok=1;lower_third_effective=1;c2pa_ai=0;flux=0;ai_style_prob=0.00;flux_fft_score=3;fft_bonus=3;tc_score=2;tc_bonus=0;soft_threshold_min=4;guard_broadcast_score_cap=1;guard_zero_clip_penalty=1;guard_large_of_no_clip=1,1,0,0,0,0,21,0.082684,0.5,,0,0.0,0.0,clip+fft,0.0,0,3,3,0,2,1,1.5372905224563524e-06,2.381830462692705,1.6172345701515685,0,0.0,9.6582,20,0,3,0.1429,0.5238,0.3333,0,0,0,1,0,1,1,0.4777,0,0,,11.05
ai_baseline,Snowy_Wolf_Moonlight_Video_Generation.mp4,1,1,8.0,ai_score=8;ai_specific=1;lower_third_ok=1;lower_third_effective=1;c2pa_ai=1;flux=0;ai_style_prob=0.00;flux_fft_score=2;fft_bonus=2;tc_score=1;tc_bonus=0;c2pa_override=1,1,0,0,0,0,2,0.000266,0.5,,0,0.0,0.0,clip+fft,0.0,0,2,2,0,1,0,2.206808348192167e-05,0.5888220573625529,10.508135058917178,0,0.0,0.8779,2,0,1,1.0,0.0,0.0,0,0,0,0,0,0,0,0.399,1,1,,4.71
ai_baseline,TE4aUItCrjs_How to Convert Text to Video with AI in 1 Minute!.mp4,1,1,9.0,ai_score=9;ai_specific=1;lower_third_ok=1;lower_third_effective=1;c2pa_ai=0;flux=0;ai_style_prob=0.00;flux_fft_score=2;fft_bonus=2;tc_score=1;tc_bonus=0;soft_threshold_min=4;guard_zero_clip_penalty=1,1,0,0,0,0,11,0.001522,0.5,,0,0.0,0.0,clip+fft,0.0,0,2,2,0,1,0,0.00444898057580172,1.1510142812234367,25.427738903949315,0,0.0,0.0049,11,0,3,0.2727,0.4545,0.2727,0,0,0,0,0,0,0,0.441,0,0,,29.23
ai_baseline,tRSdt5kmeW0_OpenAI Sora in Action： Tokyo Walk.mp4,1,0,3.0,ai_score=3;ai_specific=0;lower_third_ok=1;lower_third_effective=0;c2pa_ai=0;flux=0;ai_style_prob=0.00;flux_fft_score=2;fft_bonus=2;tc_score=2;tc_bonus=0;soft_threshold_min=4;guard_cinematic_no_clip=1;rescue=clean_strict;guard_no_ai_specific=1;guard_lowerthird_without_ai=1,0,0,0,0,0,1,0.000158,0.5,,0,0.0,0.0,clip+fft,0.0,0,2,2,0,2,1,0.0006465226542334818,0.4735673336720193,1.7303200170954542,0,0.0,8.9267,1,0,0,1.0,0.0,0.0,0,0,0,0,0,0,0,0.4855,0,0,,8.69
